"codigo_intervencion","fecha_registro_intervencion","nombre_intervencion","objetivo_general","fecha_inicial","fecha_final","estado_intervencion","modalidad_cooperacion","plan_nacional_desarrollo","hoja_ruta","ods","sectores_gobierno","nombre_del_actor","tipo_de_actor","pais_del_actor","rol_del_actor","tipo_de_asistencia","monto_aporte_en_usd","es_adicion","total_territorios"
"43941V","2013-11-01T00:00:00.000","Apoyo a la Preparación e Implementación de la Estrategia Nacional REDD+ Protección del Bosque y del Clima.","La preparación y primeros procesos de implementación de la Estrategia Nacional REDD+ (ENREDD+) con un enfoque intersectorial, que incluye las estructuras regionales y  salvaguardas sociales y ambientales, siguiendo las orientaciones de la CMNUCC, están eficazmente apoyados, de acuerdo con los criterios del Paquete de Readiness del FCPF.,La preparación y primeros procesos de implementación de la Estrategia Nacional REDD+ (ENREDD+) con un enfoque intersectorial, que incluye las estructuras regionales y  salvaguardas sociales y ambientales, siguiendo las orientaciones de la CMNUCC, están eficazmente apoyados, de acuerdo con los criterios del Paquete de Readiness del FCPF.","2013-11-01T00:00:00.000","2021-01-29T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.3 Proteger y asegurar el uso sostenible del capital natural y mejorar la calidad ambiental.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","13. Acción por el clima","Ambiente y Desarrollo Sostenible","ALEMANIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Alemania","| Donante","| Asistencia Técnica","10985533.37","SI","1"
"43941V","2013-11-01T00:00:00.000","Apoyo a la Preparación e Implementación de la Estrategia Nacional REDD+ Protección del Bosque y del Clima.","La preparación y primeros procesos de implementación de la Estrategia Nacional REDD+ (ENREDD+) con un enfoque intersectorial, que incluye las estructuras regionales y  salvaguardas sociales y ambientales, siguiendo las orientaciones de la CMNUCC, están eficazmente apoyados, de acuerdo con los criterios del Paquete de Readiness del FCPF.,La preparación y primeros procesos de implementación de la Estrategia Nacional REDD+ (ENREDD+) con un enfoque intersectorial, que incluye las estructuras regionales y  salvaguardas sociales y ambientales, siguiendo las orientaciones de la CMNUCC, están eficazmente apoyados, de acuerdo con los criterios del Paquete de Readiness del FCPF.","2013-11-01T00:00:00.000","2021-01-29T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.3 Proteger y asegurar el uso sostenible del capital natural y mejorar la calidad ambiental.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","13. Acción por el clima","Ambiente y Desarrollo Sostenible","MINISTERIO AMBIENTE Y DESARROLLO SOSTENIBLE","NACIONAL/PÚBLICO/RAMA EJECUTIVA/AMBIENTE Y DESARROLLO SOSTENIBLE","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"143807","2014-01-01T00:00:00.000","SAIL (Salud y Autosuficiencia Indígenas en La Guajira)","El programa SAIL (Salud y Autosuficiencia Indígenas en La Guajira) busca revertir las altas tasas de mortalidad y morbilidad entre los niños y las madres de la zona. Después de diferentes visitas a Colombia, la revisión de documentos y consultas con los participantes y afectados en Colombia y Houston, se han detectado como principales causas las siguientes: Cobertura inadecuada de los servicios de salud de la población indígena,Población dispersa por sus características culturales, Altas tasas de desnutrición, Prácticas insalubres de reproducción, Ausencia de registros civiles en zonas particulares del área de influencia","2014-01-01T00:00:00.000","2019-01-01T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","BAYLOR INTERNATIONAL PEDIATRIC AIDS INITIATIVE - BIPAI","INTERNACIONAL/PRIVADO/EMPRESAS","Estados Unidos","| Donante","| Asistencia Técnica","250000","SI","1"
"143807","2014-01-01T00:00:00.000","SAIL (Salud y Autosuficiencia Indígenas en La Guajira)","El programa SAIL (Salud y Autosuficiencia Indígenas en La Guajira) busca revertir las altas tasas de mortalidad y morbilidad entre los niños y las madres de la zona. Después de diferentes visitas a Colombia, la revisión de documentos y consultas con los participantes y afectados en Colombia y Houston, se han detectado como principales causas las siguientes: Cobertura inadecuada de los servicios de salud de la población indígena,Población dispersa por sus características culturales, Altas tasas de desnutrición, Prácticas insalubres de reproducción, Ausencia de registros civiles en zonas particulares del área de influencia","2014-01-01T00:00:00.000","2019-01-01T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","CHEVRON","INTERNACIONAL/PRIVADO/EMPRESAS","Colombia","| Donante","| Asistencia Técnica","1500000","SI","1"
"143807","2014-01-01T00:00:00.000","SAIL (Salud y Autosuficiencia Indígenas en La Guajira)","El programa SAIL (Salud y Autosuficiencia Indígenas en La Guajira) busca revertir las altas tasas de mortalidad y morbilidad entre los niños y las madres de la zona. Después de diferentes visitas a Colombia, la revisión de documentos y consultas con los participantes y afectados en Colombia y Houston, se han detectado como principales causas las siguientes: Cobertura inadecuada de los servicios de salud de la población indígena,Población dispersa por sus características culturales, Altas tasas de desnutrición, Prácticas insalubres de reproducción, Ausencia de registros civiles en zonas particulares del área de influencia","2014-01-01T00:00:00.000","2019-01-01T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","TEXAS CHILDREN'S HOSPITAL","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Estados Unidos","| Receptor","| Asistencia Técnica","0","SI","1"
"133743","2014-02-01T00:00:00.000","Apoyo a la implementación de la Visión basada en la Conservación del ecosistema del Amazonas, en beneficio de las comunidades locales y la conservación de los servicios ambientales en la región amazónica.","El propósito del proyecto (objetivo específico) es que en 2018, los sistemas nacionales de áreas protegidas de los países amazónicos se fortalecen y cada vez más integrados a nivel regional, lo que contribuye a la implementación de la Amazonia Conservación de Ecosistemas Visión y para el logro de la Convención sobre la Diversidad Biológica Objetivos de Aichi a nivel regional.","2014-02-01T00:00:00.000","2019-02-01T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA ALIMENTACIÓN Y LA AGRICULTURA","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Receptor","| Asistencia Financiera","34262.58038","SI","1"
"133743","2014-02-01T00:00:00.000","Apoyo a la implementación de la Visión basada en la Conservación del ecosistema del Amazonas, en beneficio de las comunidades locales y la conservación de los servicios ambientales en la región amazónica.","El propósito del proyecto (objetivo específico) es que en 2018, los sistemas nacionales de áreas protegidas de los países amazónicos se fortalecen y cada vez más integrados a nivel regional, lo que contribuye a la implementación de la Amazonia Conservación de Ecosistemas Visión y para el logro de la Convención sobre la Diversidad Biológica Objetivos de Aichi a nivel regional.","2014-02-01T00:00:00.000","2019-02-01T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","UNIÓN EUROPEA","INTERNACIONAL/ORGANISMO MULTILATERAL/REGIONAL","Bélgica","| Donante","| Asistencia Financiera","844319.7609","SI","1"
"144268","2014-03-21T00:00:00.000","Con Paz Aprendemos más: Protección y Educación para Niños y Jóvenes Vulnerables en Colombia","Asegurar que niños, niñas, adolescentes y jóvenes en situación de riesgo en dos departamentos de Colombia (Chocó y Putumayo), puedan ver mejorados sus derechos a la protección y educación, desarrollando proyectos de vida libres de toda violencia.","2014-03-21T00:00:00.000","2019-03-21T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/02. Movilidad social/2.1 Cerrar brechas en acceso y calidad de la educación.","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","04. Educación de calidad","Educación Nacional","CANADA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Canadá","| Donante","| Asistencia Financiera","15546504.86","SI","1"
"144268","2014-03-21T00:00:00.000","Con Paz Aprendemos más: Protección y Educación para Niños y Jóvenes Vulnerables en Colombia","Asegurar que niños, niñas, adolescentes y jóvenes en situación de riesgo en dos departamentos de Colombia (Chocó y Putumayo), puedan ver mejorados sus derechos a la protección y educación, desarrollando proyectos de vida libres de toda violencia.","2014-03-21T00:00:00.000","2019-03-21T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/02. Movilidad social/2.1 Cerrar brechas en acceso y calidad de la educación.","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","04. Educación de calidad","Educación Nacional","MERCY CORPS COLOMBIA","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor","| Asistencia Financiera","0","SI","1"
"144268","2014-03-21T00:00:00.000","Con Paz Aprendemos más: Protección y Educación para Niños y Jóvenes Vulnerables en Colombia","Asegurar que niños, niñas, adolescentes y jóvenes en situación de riesgo en dos departamentos de Colombia (Chocó y Putumayo), puedan ver mejorados sus derechos a la protección y educación, desarrollando proyectos de vida libres de toda violencia.","2014-03-21T00:00:00.000","2019-03-21T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/02. Movilidad social/2.1 Cerrar brechas en acceso y calidad de la educación.","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","04. Educación de calidad","Educación Nacional","WAR CHILD INTERNATIONAL","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Reino Unido","| Receptor","| Asistencia Financiera","0","SI","1"
"144269","2014-03-21T00:00:00.000","Protección y Educación para Niños y Jóvenes Vulnerables en Colombia","Asegurar que niños, niñas, adolescentes y jóvenes en situación de riesgo en dos departamentos de Colombia (Chocó y Putumayo), puedan ver mejorados sus derechos a la protección y educación, desarrollando proyectos de vida libres de toda violencia.","2014-03-21T00:00:00.000","2019-03-21T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","MERCY CORPS COLOMBIA","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor","| Asistencia Financiera","1294160","SI","1"
"144269","2014-03-21T00:00:00.000","Protección y Educación para Niños y Jóvenes Vulnerables en Colombia","Asegurar que niños, niñas, adolescentes y jóvenes en situación de riesgo en dos departamentos de Colombia (Chocó y Putumayo), puedan ver mejorados sus derechos a la protección y educación, desarrollando proyectos de vida libres de toda violencia.","2014-03-21T00:00:00.000","2019-03-21T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","WAR CHILD INTERNATIONAL","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Reino Unido","| Donante","| Asistencia Financiera","1294160","SI","1"
"R-BL-14-13076","2014-04-01T00:00:00.000","Centros financieros de emprendedores","Apoyar la creación y expansión, competitiva y durable, de microempresas y PYMES creando una institución financiera local (El Centro Financiero para Emprendedores) con enfoque operador-inversionista.","2014-04-01T00:00:00.000","2020-03-31T00:00:00.000","Ejecución","Bilateral","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR/D. Otro","08. TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO/8.3.Promover políticas orientadas al desarrollo para apoyar las actividades productivas, la creación de empleo decente, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y crecimiento de las micro, pequeñas y medianas empresas, a través del acceso a los servicios financieros.","Comercio, Industria y Turismo","CANADA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Canadá","| Donante","| Asistencia Financiera","4148747.518","SI","1"
"R-BL-14-13076","2014-04-01T00:00:00.000","Centros financieros de emprendedores","Apoyar la creación y expansión, competitiva y durable, de microempresas y PYMES creando una institución financiera local (El Centro Financiero para Emprendedores) con enfoque operador-inversionista.","2014-04-01T00:00:00.000","2020-03-31T00:00:00.000","Ejecución","Bilateral","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR/D. Otro","08. TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO/8.3.Promover políticas orientadas al desarrollo para apoyar las actividades productivas, la creación de empleo decente, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y crecimiento de las micro, pequeñas y medianas empresas, a través del acceso a los servicios financieros.","Comercio, Industria y Turismo","DÉVELOPPEMENT INTERNATIONAL DESJARDINS (DID)","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Canadá","| Ejecutor","| Asistencia Técnica","0","SI","1"
"144243","2014-05-05T00:00:00.000","Proyecto de Desarrollo y Adopción de Un Sistema de Producción de Arroz de Bajo Uso de Insumos para Latinoamérica a través de Mejoramiento Genético y Tecnologías Avanzadas de Manejo del Cultivo","Desarrollar las técnicas de producción de arroz con el uso eficiente de recursos y el método de implementación de las mismas adecuado para el medio ambiente colombiano.","2014-05-05T00:00:00.000","2019-05-05T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","JAPON","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Colombia","| Donante","| Asistencia Técnica","4000000","SI","1"
"144243","2014-05-05T00:00:00.000","Proyecto de Desarrollo y Adopción de Un Sistema de Producción de Arroz de Bajo Uso de Insumos para Latinoamérica a través de Mejoramiento Genético y Tecnologías Avanzadas de Manejo del Cultivo","Desarrollar las técnicas de producción de arroz con el uso eficiente de recursos y el método de implementación de las mismas adecuado para el medio ambiente colombiano.","2014-05-05T00:00:00.000","2019-05-05T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono./07. Otro","1. FOCALIZAR Y DINAMIZAR.E. No Aplica","Default O_D_S","Default SECTORES_GOB","MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL","NACIONAL/PÚBLICO/RAMA EJECUTIVA/AGRICULTURA Y DESARROLLO RURAL","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor","| Asistencia Técnica","0","SI","1"
"R - BL - 14 - 10057","2014-05-09T00:00:00.000","Incorporación de la Ganadería Sostenible - Financiamiento adicional","Promover la adopción de Sistemas de Producción Silvopastoril respetuosos con el medio ambiente para la ganadería en las áreas del Proyecto Colombia, mejorar la gestión de los recursos naturales, mejorar la prestación de servicios ambientales (biodiversidad, tierra, carbono y agua) y aumentar la productividad en las fincas participantes.","2014-05-09T00:00:00.000","2018-06-15T00:00:00.000","Ejecución","Flujos Privados","Estrategias Transversales/03. Transformación del campo/3.1 Reducción de la pobreza y la ampliación de la clase media rural.|Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono.","1. FOCALIZAR Y DINAMIZAR.C. Desarrollo Rural Sostenible","12. Producción y consumo responsables","Agricultura y Desarrollo Rural|Ambiente y Desarrollo Sostenible","BANCO MUNDIAL","INTERNACIONAL/ORGANISMO MULTILATERAL/BANCA MULTILATERAL","Estados Unidos","| Receptor","| Asistencia Financiera","0","SI","1"
